Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley,27-3092,Court Reporters and Simultaneous Captioners,,94850,96670,70780,106890
10,4,Hudson Valley,27-3099,"Media and Communication Workers, All Other",,32370,29300,26710,35200
10,4,Hudson Valley,27-4011,Audio and Video Equipment Technicians,450,49350,47310,27310,60380
10,4,Hudson Valley,27-4012,Broadcast Technicians,140,42650,37320,28400,49770
10,4,Hudson Valley,27-4014,Sound Engineering Technicians,,80850,61990,51720,95410
10,4,Hudson Valley,27-4021,Photographers,380,55630,36420,25030,70930
10,4,Hudson Valley,27-4032,Film and Video Editors,,91270,63410,42840,115490
10,4,Hudson Valley,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",,67270,62640,37290,82260
10,4,Hudson Valley,29-0000,Healthcare Practitioners and Technical Occupations,56350,95310,85730,49680,118120
10,4,Hudson Valley,29-1011,Chiropractors,,74740,62980,46230,89000
10,4,Hudson Valley,29-1021,"Dentists, General",1120,182610,168000,106270,220770
10,4,Hudson Valley,29-1031,Dietitians and Nutritionists,660,71280,71170,53800,80030
10,4,Hudson Valley,29-1041,Optometrists,440,149030,127240,73140,186970
10,4,Hudson Valley,29-1051,Pharmacists,1590,134760,139800,109890,147190
10,4,Hudson Valley,29-1071,Physician Assistants,1180,128970,128290,96390,145260
10,4,Hudson Valley,29-1081,Podiatrists,,147120,144100,77880,181740
10,4,Hudson Valley,29-1122,Occupational Therapists,1810,94210,90690,70410,106110
10,4,Hudson Valley,29-1123,Physical Therapists,2510,98700,98400,75520,110290
10,4,Hudson Valley,29-1124,Radiation Therapists,120,177070,134530,99160,216030
10,4,Hudson Valley,29-1125,Recreational Therapists,180,56450,54840,41380,63990
10,4,Hudson Valley,29-1126,Respiratory Therapists,560,81130,80360,70710,86350
10,4,Hudson Valley,29-1127,Speech-Language Pathologists,1970,99980,92340,64350,117790
10,4,Hudson Valley,29-1128,Exercise Physiologists,,66240,50300,41720,78500
10,4,Hudson Valley,29-1129,"Therapists, All Other",,67180,62770,48570,76480
10,4,Hudson Valley,29-1131,Veterinarians,550,119940,104010,79460,140180
10,4,Hudson Valley,29-1141,Registered Nurses,18360,91950,92120,65440,105210
10,4,Hudson Valley,29-1151,Nurse Anesthetists,,239330,,177480,270250
10,4,Hudson Valley,29-1161,Nurse Midwives,,127000,127680,108120,136430
10,4,Hudson Valley,29-1171,Nurse Practitioners,1340,126140,124640,97060,140690
10,4,Hudson Valley,29-1211,Anesthesiologists,,103670,76660,73730,118630
10,4,Hudson Valley,29-1215,Family Medicine Physicians,500,195430,187010,97420,244440
10,4,Hudson Valley,29-1216,General Internal Medicine Physicians,250,210650,,80460,275740
10,4,Hudson Valley,29-1218,Obstetricians and Gynecologists,120,236690,,136360,286850
10,4,Hudson Valley,29-1221,"Pediatricians, General",170,169260,158930,115980,195900
10,4,Hudson Valley,29-1223,Psychiatrists,360,239270,,148910,284440
10,4,Hudson Valley,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2420,204000,195300,99050,256470
10,4,Hudson Valley,29-1248,"Surgeons, Except Ophthalmologists",,282560,,,
10,4,Hudson Valley,29-1292,Dental Hygienists,1700,89330,92930,73020,97490
10,4,Hudson Valley,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",,73800,63390,43900,88750
10,4,Hudson Valley,29-2010,Clinical Laboratory Technologists and Technicians,1300,72120,73470,46440,84960
10,4,Hudson Valley,29-2031,Cardiovascular Technologists and Technicians,450,74140,76740,48300,87060
10,4,Hudson Valley,29-2032,Diagnostic Medical Sonographers,460,84600,84690,68980,92410
10,4,Hudson Valley,29-2033,Nuclear Medicine Technologists,,102500,102030,86970,110270
10,4,Hudson Valley,29-2034,Radiologic Technologists,1430,75580,76230,54110,86310
10,4,Hudson Valley,29-2035,Magnetic Resonance Imaging Technologists,170,88690,90640,71920,97080
10,4,Hudson Valley,29-2040,Emergency Medical Technicians and Paramedics,1750,41130,35530,28010,47680
10,4,Hudson Valley,29-2051,Dietetic Technicians,130,41640,40300,32160,46380
10,4,Hudson Valley,29-2052,Pharmacy Technicians,1510,36730,33800,28060,41070
10,4,Hudson Valley,29-2055,Surgical Technologists,740,54450,53240,41200,61080
10,4,Hudson Valley,29-2056,Veterinary Technologists and Technicians,650,44170,41020,32880,49820
10,4,Hudson Valley,29-2057,Ophthalmic Medical Technicians,320,40420,37630,30720,45270
10,4,Hudson Valley,29-2061,Licensed Practical and Licensed Vocational Nurses,5770,54330,55250,43940,59520
10,4,Hudson Valley,29-2081,"Opticians, Dispensing",490,60260,61550,33160,73820
10,4,Hudson Valley,29-2091,Orthotists and Prosthetists,,86140,87760,59660,99380
10,4,Hudson Valley,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",1580,50200,47060,34750,57920
10,4,Hudson Valley,29-9091,Athletic Trainers,140,55930,51900,40960,63420
10,4,Hudson Valley,29-9092,Genetic Counselors,,103720,100440,85720,112720
10,4,Hudson Valley,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",110,67240,57850,36510,82610
10,4,Hudson Valley,31-0000,Healthcare Support Occupations,57410,36360,33330,27250,40920
10,4,Hudson Valley,31-1120,Home Health & Personal Care Aides,34680,32270,30520,26460,35170
10,4,Hudson Valley,31-1131,Nursing Assistants,9460,39350,39050,32520,42760
10,4,Hudson Valley,31-1132,Orderlies,140,37650,37130,30300,41320
10,4,Hudson Valley,31-1133,Psychiatric Aides,1070,44090,44260,32410,49940
10,4,Hudson Valley,31-2011,Occupational Therapy Assistants,740,69140,70660,56790,75310
10,4,Hudson Valley,31-2021,Physical Therapist Assistants,810,64620,65230,47490,73190
10,4,Hudson Valley,31-2022,Physical Therapist Aides,340,34600,34930,27050,38380
10,4,Hudson Valley,31-9011,Massage Therapists,780,70670,69440,53900,79060
10,4,Hudson Valley,31-9091,Dental Assistants,2430,45860,45830,33840,51860
10,4,Hudson Valley,31-9092,Medical Assistants,2620,40200,39320,32520,44040
10,4,Hudson Valley,31-9093,Medical Equipment Preparers,370,47530,47360,41940,50320
10,4,Hudson Valley,31-9094,Medical Transcriptionists,1420,28500,26050,24780,30370
10,4,Hudson Valley,31-9095,Pharmacy Aides,210,35900,34600,26090,40810
10,4,Hudson Valley,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,920,32560,30810,26850,35410
10,4,Hudson Valley,31-9097,Phlebotomists,680,42790,42270,33780,47300
10,4,Hudson Valley,31-9099,"Healthcare Support Workers, All Other",720,42240,40080,31880,47430
10,4,Hudson Valley,33-0000,Protective Service Occupations,31420,61180,55110,29790,76870
10,4,Hudson Valley,33-1011,First-Line Supervisors of Correctional Officers,720,98370,95350,77430,108850
10,4,Hudson Valley,33-1012,First-Line Supervisors of Police and Detectives,1250,131180,128590,98080,147730
10,4,Hudson Valley,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,360,116070,118630,83590,132310
10,4,Hudson Valley,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",470,67950,61760,41520,81160
10,4,Hudson Valley,33-2011,Firefighters,1300,80930,82580,56130,93340
10,4,Hudson Valley,33-2021,Fire Inspectors and Investigators,110,70040,67880,45580,82260
10,4,Hudson Valley,33-3011,Bailiffs,500,63720,61390,37130,77010
10,4,Hudson Valley,33-3012,Correctional Officers and Jailers,6650,67270,66950,54100,73860
10,4,Hudson Valley,33-3021,Detectives and Criminal Investigators,750,106860,101800,74840,122880
10,4,Hudson Valley,33-3041,Parking Enforcement Workers,150,55490,49010,35950,65260
10,4,Hudson Valley,33-3051,Police and Sheriff's Patrol Officers,4520,89820,91180,59250,105110
10,4,Hudson Valley,33-9011,Animal Control Workers,130,45670,38770,27350,54840
10,4,Hudson Valley,33-9021,Private Detectives and Investigators,,57540,57000,43440,64590
10,4,Hudson Valley,33-9032,Security Guards,8880,37330,33090,27040,42470
10,4,Hudson Valley,33-9091,Crossing Guards,,40500,38320,29680,45910
10,4,Hudson Valley,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",880,28990,26760,24990,30990
10,4,Hudson Valley,33-9093,Transportation Security Screeners,100,46100,45060,42490,47900
10,4,Hudson Valley,33-9098,"School Bus Monitors and Protective Service Workers, All Other",3490,31510,30210,26390,34070
10,4,Hudson Valley,35-0000,Food Preparation and Serving Related Occupations,78980,34430,29570,25450,38920
10,4,Hudson Valley,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,5790,40500,37130,27800,46850
10,4,Hudson Valley,35-2011,"Cooks, Fast Food",1300,28370,25890,24990,30070
10,4,Hudson Valley,35-2012,"Cooks, Institution and Cafeteria",2030,38340,37390,29220,42900
10,4,Hudson Valley,35-2014,"Cooks, Restaurant",6230,33290,31270,27110,36380
10,4,Hudson Valley,35-2015,"Cooks, Short Order",,29370,27360,25100,31510
10,4,Hudson Valley,35-2019,"Cooks, All Other",250,30940,30250,27540,32640
10,4,Hudson Valley,35-2021,Food Preparation Workers,5480,30120,28370,25340,32520
10,4,Hudson Valley,35-3011,Bartenders,4210,35810,31150,26610,40400
10,4,Hudson Valley,35-3023,Fast Food and Counter Workers,21810,28640,27160,25270,30330
10,4,Hudson Valley,35-3031,Waiters and Waitresses,17930,36410,31130,25780,41730
10,4,Hudson Valley,35-3041,"Food Servers, Nonrestaurant",1130,34380,34180,25930,38600
10,4,Hudson Valley,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,4350,33860,29490,24940,38320
10,4,Hudson Valley,35-9021,Dishwashers,3490,27160,25960,24970,28250
10,4,Hudson Valley,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1620,30510,27060,25260,33140
10,4,Hudson Valley,35-9099,"Food Preparation and Serving Related Workers, All Other",590,31290,29740,25800,34040
10,4,Hudson Valley,37-0000,Building and Grounds Cleaning and Maintenance Occupations,38870,38510,34710,26540,44500
10,4,Hudson Valley,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1360,56550,55250,35980,66830
10,4,Hudson Valley,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",890,62550,57690,42210,72720
10,4,Hudson Valley,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",19560,37330,33210,26200,42890
10,4,Hudson Valley,37-2012,Maids and Housekeeping Cleaners,5900,33300,30790,25750,37070
10,4,Hudson Valley,37-2021,Pest Control Workers,860,45260,45330,34810,50480
10,4,Hudson Valley,37-3011,Landscaping and Groundskeeping Workers,9670,38230,35630,26960,43870
10,4,Hudson Valley,37-3013,Tree Trimmers and Pruners,,40420,31510,26970,47150
10,4,Hudson Valley,37-3019,"Grounds Maintenance Workers, All Other",,44110,44050,30430,50950
10,4,Hudson Valley,39-0000,Personal Care and Service Occupations,34570,36430,29770,25110,42100
10,4,Hudson Valley,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",2890,54100,53930,38590,61850
10,4,Hudson Valley,39-2011,Animal Trainers,170,64560,33000,28200,82740
10,4,Hudson Valley,39-2021,Nonfarm Animal Caretakers,2200,32620,28430,25480,36190
10,4,Hudson Valley,39-3021,Motion Picture Projectionists,,36190,40790,25100,41730
10,4,Hudson Valley,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",630,29870,28430,25880,31860
10,4,Hudson Valley,39-3091,Amusement and Recreation Attendants,2370,29290,26810,25100,31390
10,4,Hudson Valley,39-3092,Costume Attendants,,53790,53640,38080,61650
10,4,Hudson Valley,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",150,31230,29450,25850,33930
10,4,Hudson Valley,39-4021,Funeral Attendants,,39370,37210,28680,44720
10,4,Hudson Valley,39-4031,"Morticians, Undertakers, and Funeral Directors",,55930,56490,36960,65420
10,4,Hudson Valley,39-5011,Barbers,,32340,25650,24970,36030
10,4,Hudson Valley,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",4920,30000,26590,24890,32550
10,4,Hudson Valley,39-5092,Manicurists and Pedicurists,,25850,24880,24544,26710
10,4,Hudson Valley,39-5094,Skincare Specialists,560,50610,48130,34120,58850
10,4,Hudson Valley,39-6011,Baggage Porters and Bellhops,190,41400,39280,30600,46800
10,4,Hudson Valley,39-6012,Concierges,900,34780,31890,27870,38240
10,4,Hudson Valley,39-7010,Tour and Travel Guides,350,40010,29890,26170,46930
10,4,Hudson Valley,39-9011,Childcare Workers,8300,30730,27770,24940,33620
10,4,Hudson Valley,39-9031,Fitness Trainers and Aerobics Instructors,2150,64970,63790,33560,80680
10,4,Hudson Valley,39-9032,Recreation Workers,4040,36070,30770,25610,41310
10,4,Hudson Valley,39-9041,Residential Advisors,990,40130,38860,29450,45470
10,4,Hudson Valley,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",280,30660,26040,25310,33340
10,4,Hudson Valley,41-0000,Sales and Related Occupations,97800,46900,31710,25410,57650
10,4,Hudson Valley,41-1011,First-Line Supervisors of Retail Sales Workers,10010,56140,49820,32030,68200
10,4,Hudson Valley,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1430,116750,104090,66460,141890
10,4,Hudson Valley,41-2011,Cashiers,22510,28120,26320,25150,29610
10,4,Hudson Valley,41-2021,Counter and Rental Clerks,1740,36650,34180,25950,42000
10,4,Hudson Valley,41-2022,Parts Salespersons,1640,45500,41710,28710,53890
10,4,Hudson Valley,41-2031,Retail Salespersons,40070,34340,28290,25070,38970
10,4,Hudson Valley,41-3011,Advertising Sales Agents,670,78150,66910,44570,94940
10,4,Hudson Valley,41-3021,Insurance Sales Agents,2940,80570,54580,33740,103970
10,4,Hudson Valley,41-3041,Travel Agents,,39650,31320,24840,47060
10,4,Hudson Valley,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4990,81020,67750,35960,103550
10,4,Hudson Valley,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1260,106010,101320,63350,127340
10,4,Hudson Valley,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",6590,83550,65430,39670,105480
10,4,Hudson Valley,41-9011,Demonstrators and Product Promoters,220,34350,35560,25810,38620
10,4,Hudson Valley,41-9022,Real Estate Sales Agents,370,149090,140160,93580,176840
10,4,Hudson Valley,41-9031,Sales Engineers,110,108370,103560,70480,127310
10,4,Hudson Valley,41-9041,Telemarketers,140,27730,25210,24790,29200
10,4,Hudson Valley,41-9099,"Sales and Related Workers, All Other",330,41400,35250,28300,47950
10,4,Hudson Valley,43-0000,Office and Administrative Support Occupations,132580,47320,43150,29800,56090
10,4,Hudson Valley,43-1011,First-Line Supervisors of Office and Administrative Support Workers,10490,72300,67570,48080,84410
10,4,Hudson Valley,43-2011,"Switchboard Operators, Including Answering Service",200,41640,39690,30370,47280
10,4,Hudson Valley,43-2021,Telephone Operators,120,43340,44440,26490,51760
10,4,Hudson Valley,43-3011,Bill and Account Collectors,1660,47210,44920,33770,53920
10,4,Hudson Valley,43-3021,Billing and Posting Clerks,4110,46230,45470,33050,52810
10,4,Hudson Valley,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",12180,46790,45780,27930,56220
10,4,Hudson Valley,43-3051,Payroll and Timekeeping Clerks,840,52950,53220,36070,61390
10,4,Hudson Valley,43-3061,Procurement Clerks,330,48040,48530,34800,54650
10,4,Hudson Valley,43-3071,Tellers,2950,35130,33770,29110,38150
10,4,Hudson Valley,43-3099,"Financial Clerks, All Other",120,48690,42770,30120,57970
10,4,Hudson Valley,43-4011,Brokerage Clerks,110,63770,58320,43560,73880
10,4,Hudson Valley,43-4021,Correspondence Clerks,,35780,35920,31270,38040
10,4,Hudson Valley,43-4031,"Court, Municipal, and License Clerks",920,57810,55130,39000,67210
10,4,Hudson Valley,43-4041,"Credit Authorizers, Checkers, and Clerks",170,47970,48160,31800,56050
10,4,Hudson Valley,43-4051,Customer Service Representatives,15280,44210,40080,27470,52580
10,4,Hudson Valley,43-4061,"Eligibility Interviewers, Government Programs",750,63250,63160,50130,69810
10,4,Hudson Valley,43-4071,File Clerks,350,37570,35590,26280,43220
10,4,Hudson Valley,43-4081,"Hotel, Motel, and Resort Desk Clerks",1180,31650,29040,25230,34860
10,4,Hudson Valley,43-4111,"Interviewers, Except Eligibility and Loan",1550,41840,41170,31980,46770
10,4,Hudson Valley,43-4121,"Library Assistants, Clerical",1190,33370,30010,25100,37510
10,4,Hudson Valley,43-4131,Loan Interviewers and Clerks,640,42530,43950,27360,50110
10,4,Hudson Valley,43-4141,New Accounts Clerks,110,44130,39040,36180,48110
10,4,Hudson Valley,43-4151,Order Clerks,880,33820,30280,25410,38020
10,4,Hudson Valley,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",740,48870,47790,33700,56460
